Input sentence,Output sentence
"লিমেরিকে যেখানে ঠিকা-মজুরের অভিযোগ প্রকাশ করতে গিয়ে বাড়াবাড়ি করেছিল সেখানে রুটিকারখানা মালিকদের প্রতি বন্ধকতায় আন্দোলনে হেরে যায়, ময়দা-কলওয়ালা মালিকরাই ছিল সবচেয়ে বেশি বিরোধী।","লিমেরিকে যেখানে ঠিকা-মজুরের অভিযোগ প্রকাশ করতে গিয়ে বাড়াবাড়ি করেছিল সেখানে রুটিকারখানা মালিকদের প্রতি বন্ধকতায় আন্দোলনে হেরে যায়, ময়দা-কলওয়ালা মালিকরাই ছিল সবচেয়ে বেশি বিরোধী।"
লিমেরিকের দৃষ্টান্তে এনিস ও টিপেরারি-তে আন্দোলনে ভাটা আসে।,লিমেরিকের দৃষ্টান্তে এনিস ও টিপেরারি-তে আন্দোলনে ভাটা আসে।
"কর্ক-এ যেখানে আবেগপূর্ণ প্রতিবাদের সবচেয়ে শক্তিশালী প্রকাশ হয়, মালিকরা তাদের ক্ষমতাকে কাজে লাগায়, লোকদের কর্মচ্যুত করতে আন্দোলনকে পরাভূত করে।","কর্ক-এ যেখানে আবেগপূর্ণ প্রতিবাদের সবচেয়ে শক্তিশালী প্রকাশ হয়, মালিকরা তাদের ক্ষমতাকে কাজে লাগায়, লোকদের কর্মচ্যুত করতে আন্দোলনকে পরাভূত করে।"
ডাবলিনে বেকারী মালিকরা দৃঢ়প্রতিজ্ঞভাবে আন্দোলনের বিরোধিতা করে এবং আন্দোলনে অগ্রণী ঠিকা-মজুরদের যতদূর সম্ভব অপদস্থ করে শ্রমিকদের রবিবার ও রাত্রির কাজে রাজি করাতে সক্ষম হয় যদিও এটি এদের মতের বিরুদ্ধে।,ডাবলিনে বেকারী মালিকরা দৃঢ়প্রতিজ্ঞভাবে আন্দোলনের বিরোধিতা করে এবং আন্দোলনে অগ্রণী ঠিকা-মজুরদের যতদূর সম্ভব অপদস্থ করে শ্রমিকদের রবিবার ও রাত্রির কাজে রাজি করাতে সক্ষম হয় যদিও এটি এদের মতের বিরুদ্ধে।
কমিটি বিশ্বাস করে যে শ্রমের ঘণ্টা প্রাকৃতিক বিধান অনুযায়ী সীমাবদ্ধ এবং তাকে লঙ্ঘন করলে শাস্তি পেতে হয়।,কমিটি বিশ্বাস করে যে শ্রমের ঘণ্টা প্রাকৃতিক বিধান অনুযায়ী সীমাবদ্ধ এবং তাকে লঙ্ঘন করলে শাস্তি পেতে হয়।
"মালিক রুটিওয়ালাদের পক্ষে শ্রমিকদের কর্মচ্যুতির ভয় দেখিয়ে রাজি করান, তাদের ধর্মীয় ও উচ্চতর অনুভূতিগুলির বিরোধিতা করা, দেশের আইন না মানা এবং জনমতকে উপেক্ষা করা (রবিবারের শ্রম সম্পর্কে ), এর ফলে মালিক ও শ্রমিকের মধ্যে অসম্ভাব এসে যায় …………এবং এতে ধর্ম, নিতি ও সামাজিক শৃংখলার পক্ষে বিপজ্জনক একটি দৃষ্টান্ত স্থাপন করা হয় …… কমিটি বিশ্বাস করে যে দৈনিক বার ঘণ্টার বেশি স্থায়ী পরিশ্রম শ্রমিকের গার্হস্থ্য ও ব্যক্তিগত জীবনকে ব্যাহত করে এবং প্রতিটি মানুষের ঘর-বাড়ি ও পরিবার-পরিজন সম্পর্কে পুত্র, ভ্রাতা অথবা স্বামী হিসেবে কর্তব্যপালনে বাঁধা দেয় এবং সেইজন্য সাংঘাতিক নৈতিক কুফল নিয়ে আসে।","মালিক রুটিওয়ালাদের পক্ষে শ্রমিকদের কর্মচ্যুতির ভয় দেখিয়ে রাজি করান, তাদের ধর্মীয় ও উচ্চতর অনুভূতিগুলির বিরোধিতা করা, দেশের আইন না মানা এবং জনমতকে উপেক্ষা করা (রবিবারের শ্রম সম্পর্কে ), এর ফলে মালিক ও শ্রমিকের মধ্যে অসম্ভাব এসে যায় …………এবং এতে ধর্ম, নীতি ও সামাজিক শৃংখলার পক্ষে বিপজ্জনক একটি দৃষ্টান্ত স্থাপন করা হয় …… কমিটি বিশ্বাস করে যে দৈনিক বার ঘণ্টার বেশি স্থায়ী পরিশ্রম শ্রমিকের গার্হস্থ্য ও ব্যক্তিগত জীবনকে ব্যাহত করে এবং প্রতিটি মানুষের ঘর-বাড়ি ও পরিবার-পরিজন সম্পর্কে পুত্র, ভ্রাতা অথবা স্বামী হিসেবে কর্তব্যপালনে বাধা দেয় এবং সেইজন্য সাংঘাতিক নৈতিক কুফল নিয়ে আসে।"
বার ঘণ্টার বেশি দৈনিক এম শমিকের স্বাস্থ্যহানির প্রবণতা আনে এবং অকাল বার্ধক্য ও মৃত্যু ঘটিয়ে শ্রমিকের পরিবারবর্গকে নিদারুণ ক্ষতিগ্রস্ত করে এইভাবে তারা সর্বাধিক প্রয়োজনের সময় পরিবারে অভিভাবকের যত্ন ও সাহায্য থেকে বঞ্চিত হয়।,বার ঘণ্টার বেশি দৈনিক এম শমিকের স্বাস্থ্যহানির প্রবণতা আনে এবং অকাল বার্ধক্য ও মৃত্যু ঘটিয়ে শ্রমিকের পরিবারবর্গকে নিদারুণ ক্ষতিগ্রস্ত করে এইভাবে তারা সর্বাধিক প্রয়োজনের সময় পরিবারে অভিভাবকের যত্ন ও সাহায্য থেকে বঞ্চিত হয়।
"ইংলিশ চ্যানেল এর অপর পারে স্কটল্যাণ্ডের কৃষি-শ্রমিক, লাঙ্গল চাষী, অত্যন্ত প্রতিকূল জলবায়ুতে তের চোদ্দ ঘণ্টা শ্রম এবং রবিবারে অতিরিক্ত চার ঘণ্টা শ্রমের এই দেশে আবার রবিবারকে পবিত্র ছুটির দীন মনে করা হয় !","ইংলিশ চ্যানেল এর অপর পারে স্কটল্যাণ্ডের কৃষি-শ্রমিক, লাঙ্গল চাষী, অত্যন্ত প্রতিকূল জলবায়ুতে তের চোদ্দ ঘণ্টা শ্রম এবং রবিবারে অতিরিক্ত চার ঘণ্টা শ্রমের এই দেশে আবার রবিবারকে পবিত্র ছুটির দিন মনে করা হয় !"
একটি ভয়াবহ রেল-দুর্ঘটনায় শতশত যাত্রী মারা পড়ে।,একটি ভয়াবহ রেল-দুর্ঘটনায় শতশত যাত্রী মারা পড়ে।
কর্মচারীদের অবহেলাই এই দুর্ঘটনার কারণ।,কর্মচারীদের অবহেলাই এই দুর্ঘটনার কারণ।
সামনে সমস্বরে ঘোষণা করল যে দশ অথবা বারো বছর আগে এদের দৈনিক মাত্র আট ঘণ্টা পরিশ্রম করতে হত।,সামনে সমস্বরে ঘোষণা করল যে দশ অথবা বারো বছর আগে এদের দৈনিক মাত্র আট ঘণ্টা পরিশ্রম করতে হত।
"এরা অতিকায় মানুষ নয়, সাধারণ মানুষ মাত্র।","এরা অতিকায় মানুষ নয়, সাধারণ মানুষ মাত্র।"
একটা মাত্রার পরে এদের দেহ আর চলবে না।,একটা মাত্রার পরে এদের দেহ আর চলবে না।
ক্লান্তিতে তারা মুহ্যমান হয়ে পড়ে।,ক্লান্তিতে তারা মুহ্যমান হয়ে পড়ে।
"তাদের মস্তিষ্ক আর চিন্তা করে না, তাদের চোখ দেখে-ও দেখে না।","তাদের মস্তিষ্ক আর চিন্তা করে না, তাদের চোখ দেখে-ও দেখে না।"
"অত্যন্ত মান্যগণ্য’ ব্রিটিশ জুরীরা রায় দিয়ে তাদের নবৃহত্যার অপরাধে উধ্ব তম বিচারালয়ে সোপর্দ করলেন এবং রায়ে একটি মৃদু সংযোজনী মারফৎ শুধু শুভেচ্ছা প্রকাশ করলেন যে রেল কোম্পানির ধনতান্ত্রিক মালিকরা ভবিষ্যতে যেন একটি বেশি খরচ করে যথেষ্ট পরিমাণ শ্রমশক্তির ক্রয় করেন এবং মজুরি-প্রদত্ত শ্রমশক্তিকে শোষণ করার ব্যাপারে আর একটু বেশি ‘সংযমী’ আর একটু বেশি স্বার্থত্যাগী, আর একটু বেশি মিতব্যয়ী হন।","অত্যন্ত মান্যগণ্য’ ব্রিটিশ জুরীরা রায় দিয়ে তাদের নবৃহত্যার অপরাধে উধ্ব তম বিচারালয়ে সোপর্দ করলেন এবং রায়ে একটি মৃদু সংযোজনী মারফৎ শুধু শুভেচ্ছা প্রকাশ করলেন যে রেল কোম্পানির ধনতান্ত্রিক মালিকরা ভবিষ্যতে যেন একটি বেশি খরচ করে যথেষ্ট পরিমাণ শ্রমশক্তির ক্রয় করেন এবং মজুরি-প্রদত্ত শ্রমশক্তিকে শোষণ করার ব্যাপারে আর একটু বেশি ‘সংযমী’ আর একটু বেশি স্বার্থত্যাগী, আর একটু বেশি মিতব্যয়ী হন।"
"এতে সূচী-শিল্পী কুড়ি বৎসর বয়স্কা মেরি এ্যান ওয়ালি-র মৃত্যু সংবাদ ছিল, এই মেয়েটি একটি নামকরা পোশাক-তৈরি প্রতিষ্ঠানে কাজ করত এবং সেখানে এলিস এই ঐতিসুখকর নামধারিনী এক মহিলা দ্বারা শোষিত হত।","এতে সূচী-শিল্পী কুড়ি বৎসর বয়স্কা মেরি এ্যান ওয়ালি-র মৃত্যু সংবাদ ছিল, এই মেয়েটি একটি নামকরা পোশাক-তৈরি প্রতিষ্ঠানে কাজ করত এবং সেখানে এলিস এই ঐতিসুখকর নামধারিনী এক মহিলা দ্বারা শোষিত হত।"
,
"আমি কেমন ছিলাম শুনে তিনি বললেন , এ কী , এ তো কল্পনা করা যায় না ।","আমি কেমন আছি শুনে তিনি বললেন , এ কী , এ তো কল্পনা করা যায় না ।"
ব্রাত্য আছি নাকি সেলিব্রিটি ছিলাম !,ব্রাত্য ছিলাম নাকি সেলিব্রিটি ছিলাম !
"তসলিমা নাসরিনের লেখা নিয়েও ছিল বিতর্ক , তার লেখার পক্ষে ও বিপক্ষে আছে নানা জোরালো মত ।","তসলিমা নাসরিনের লেখা নিয়েও আছে বিতর্ক , তার লেখার পক্ষে ও বিপক্ষে আছে নানা জোরালো মত ।"
"কেউ কেউ বলছেন , আমি ধর্ম নিয়ে অতি বাড়াবাড়ি করি , আমার পক্ষে দাঁড়াবার কোনও মানে হয় না , কেউ বলছেন , ইচ্ছে করেই ধর্মের সমালোচনা করে আমি মৌলবাদীদের ক্ষেপিয়ে তুলেছি , তাদের হাতে ইস্যু থাকিবে না , ইস্যু দিয়েছি , তাদের শক্তি ছিল না , শক্তি দিয়েছি , আমার কারণেই দেশে মৌলবাদ বৃদ্ধি পাচ্ছে , নিজেকে বিতর্কিত করে তোলার জন্য আমি এসব করেছি , কেউ বলছেন , নারী স্বাধীনতার কথা বলতে গিয়ে আমি সীমা ছাড়িয়ে যাই , আমার পক্ষে মন্তব্য করা তাঁদের উচিত নয় ।","কেউ কেউ বলছেন , আমি ধর্ম নিয়ে অতি বাড়াবাড়ি করি , আমার পক্ষে দাঁড়াবার কোনও মানে হয় না , কেউ বলছেন , ইচ্ছে করেই ধর্মের সমালোচনা করে আমি মৌলবাদীদের ক্ষেপিয়ে তুলেছি , তাদের হাতে ইস্যু ছিল না , ইস্যু দিয়েছি , তাদের শক্তি ছিল না , শক্তি দিয়েছি , আমার কারণেই দেশে মৌলবাদ বৃদ্ধি পাচ্ছে , নিজেকে বিতর্কিত করে তোলার জন্য আমি এসব করেছি , কেউ বলছেন , নারী স্বাধীনতার কথা বলতে গিয়ে আমি সীমা ছাড়িয়ে যাই , আমার পক্ষে মন্তব্য করা তাঁদের উচিত নয় ।"
"মৌন মিছিলের আকর্ষণীয় দিক আছে , যা শুনেছি , শামীম সিকদার , বিখ্যাত ভাস্কর , টিএসসিএ মোড়ে মিছিলটি দেখে এগিয়ে আসেন এবং নিজে তিনি ব্যানার বহন করেন ।","মৌন মিছিলের আকর্ষণীয় দিক ছিল , যা শুনেছি , শামীম সিকদার , বিখ্যাত ভাস্কর , টিএসসিএ মোড়ে মিছিলটি দেখে এগিয়ে আসেন এবং নিজে তিনি ব্যানার বহন করেন ।"
"শামীম সিকদারের বিশাল বিশাল ভাস্কর্য ঢাকা শহরের অনেক জায়গায় মাথা উঁচু করে দাঁড়িয়ে ছিল , যেমন দাঁড়িয়ে আছেন শামীম শিকদার নিজের অবস্থানে ।","শামীম সিকদারের বিশাল বিশাল ভাস্কর্য ঢাকা শহরের অনেক জায়গায় মাথা উঁচু করে দাঁড়িয়ে আছে , যেমন দাঁড়িয়ে আছেন শামীম শিকদার নিজের অবস্থানে ।"
"রুদ্রর সঙ্গে সম্পর্ক হওয়ার আগেও নাকি ময়মনসিংহে আমার প্রেমিক আছে , যার সঙ্গে যৌন সম্পর্ক ছিল আমার , ইত্যাদি গল্প ।","রুদ্রর সঙ্গে সম্পর্ক হওয়ার আগেও নাকি ময়মনসিংহে আমার প্রেমিক ছিল , যার সঙ্গে যৌন সম্পর্ক ছিল আমার , ইত্যাদি গল্প ।"
"বিশিষ্ট বুদ্ধিজীবীরা অনুষ্ঠানে থাকিবেন , অবশ্য বাংলাদেশের কেউ ছিলেন না ।","বিশিষ্ট বুদ্ধিজীবীরা অনুষ্ঠানে ছিলেন , অবশ্য বাংলাদেশের কেউ ছিলেন না ।"
"ভাল সাহিত্যের যেমন মূল্য ছিল , তেমনি সমাজ পাল্টাবার জন্য খুব আঘাত করে লেখারও মূল্য আছে ।","ভাল সাহিত্যের যেমন মূল্য আছে , তেমনি সমাজ পাল্টাবার জন্য খুব আঘাত করে লেখারও মূল্য আছে ।"
"মুনিরের সঙ্গে খুকুর সম্পর্ক আছে এবং সে সম্পর্ক ছিল অবৈধ , এ কথা পত্রিকায় প্রকাশ হওয়ার পর লোকেরা খুকুকে ছি ছি করল , দুয়ো দিল ।","মুনিরের সঙ্গে খুকুর সম্পর্ক ছিল এবং সে সম্পর্ক ছিল অবৈধ , এ কথা পত্রিকায় প্রকাশ হওয়ার পর লোকেরা খুকুকে ছি ছি করল , দুয়ো দিল ।"
"এই সব সমালোচক ভদ্রলোক সমাজে আগেও থাকিবে , এখনও আছে ।","এই সব সমালোচক ভদ্রলোক সমাজে আগেও ছিল , এখনও আছে ।"
"ভেতরে মেয়েই আছে সে , কিন্তু জন্মের পর আত্মীয় স্বজন ভেবেছিল সে ছেলে , ভাবার নিশ্চয়ই কোনও কারণ ছিল ।","ভেতরে মেয়েই ছিল সে , কিন্তু জন্মের পর আত্মীয় স্বজন ভেবেছিল সে ছেলে , ভাবার নিশ্চয়ই কোনও কারণ ছিল ।"
ওপরের তালিকায় আরও উচিত থাকিবে এবং উচিত ছিল না যোগ হতে পারে ।,ওপরের তালিকায় আরও উচিত ছিল এবং উচিত ছিল না যোগ হতে পারে ।
"জয়েস্ট সেক্রেটারি ছিলেন একশ চৌতিরিশ জনে মাত্র তিনজন , চারশ তেষট্টি জন ডেপুটি সেক্রেটারির মধ্যে সংখ্যালঘু আছেন ।","জয়েস্ট সেক্রেটারি আছেন একশ চৌতিরিশ জনে মাত্র তিনজন , চারশ তেষট্টি জন ডেপুটি সেক্রেটারির মধ্যে সংখ্যালঘু আছেন ।"
ঘুমিয়ে ছিল এমন শিথিল পড়ে ছিল সুরঞ্জন বিছানায় ।,ঘুমিয়ে আছে এমন শিথিল পড়ে ছিল সুরঞ্জন বিছানায় ।
"যেন থাকিবে , পাশের বাড়িতেই আছে , অথবা টিউশনিতে গেলে বিকেলে ফিরে আসবে ।","যেন আছে , পাশের বাড়িতেই আছে , অথবা টিউশনিতে গেলে বিকেলে ফিরে আসবে ।"
"আলেয়া বেগমের হাসিব হাসি মুখ , ঝকমকে শাড়ি , গায়ের গয়না দেখে সুধাময় ভাবেন কিরণময়ী কি তাঁর সামনে ম্লান বোধ করছেন ?","আলেয়া বেগমের হাসি হাসি মুখ , ঝকমকে শাড়ি , গায়ের গয়না দেখে সুধাময় ভাবেন কিরণময়ী কি তাঁর সামনে ম্লান বোধ করছেন ?"
"তেহেলকার সম্পাদক তরুণ তেজপাল তেহেলকারই একটি তরুণী সাংবাদিককে যৌন নিগ্রহ করেছে , খবরটি শুনলে হতবাক বসে ছিলাম ।","তেহেলকার সম্পাদক তরুণ তেজপাল তেহেলকারই একটি তরুণী সাংবাদিককে যৌন নিগ্রহ করেছে , খবরটি শুনে হতবাক বসে ছিলাম ।"
"সুধাময়ের এক ছাত্রীকে রাস্তায় ফেলে শাড়ি টেনে খুলেছিল একদল যুবক , মেয়েটি তো হিন্দু থাকিবে না , ছিল মুসলমান ।","সুধাময়ের এক ছাত্রীকে রাস্তায় ফেলে শাড়ি টেনে খুলেছিল একদল যুবক , মেয়েটি তো হিন্দু ছিল না , ছিল মুসলমান ।"
"টাকাপয়সা ভাল রোজগার করেন , সোনার দোকান থাকিবে ইসলামপুরে , নিজেদের দোতলা একটি বাড়ি আছে পুরনো , এটির সংস্কারও করেননি তিনি ।","টাকাপয়সা ভাল রোজগার করেন , সোনার দোকান আছে ইসলামপুরে , নিজেদের দোতলা একটি বাড়ি আছে পুরনো , এটির সংস্কারও করেননি তিনি ।"
"কিরণময়ী আপত্তি করেছিলেন , এখনও আপত্তি করেন , রাতে রাতে চোখের জল ফেলেন নিজের হাতে লাগানো সিমের ম্যাচটি কী আর ছিল , আমাদের পেয়ারার মত অত বড় পেয়ারা পাড়ায় আর একটি ছিল না , আহা ডাবগাছগুলোর কী অবস্থা কে জানে , গোড়ায় কি ওরা লবণজল দেয় !","কিরণময়ী আপত্তি করেছিলেন , এখনও আপত্তি করেন , রাতে রাতে চোখের জল ফেলেন নিজের হাতে লাগানো সিমের ম্যাচটি কী আর আছে , আমাদের পেয়ারার মত অত বড় পেয়ারা পাড়ায় আর একটি ছিল না , আহা ডাবগাছগুলোর কী অবস্থা কে জানে , গোড়ায় কি ওরা লবণজল দেয় !"
"মন্ত্রী দেশের বাইরে গেছেন , এক মাস পর আসুন’—এসব শোন শুনতে সুধাময় একদিন বুঝলেন তাঁর আসলে হবে না ।","মন্ত্রী দেশের বাইরে গেছেন , এক মাস পর আসুন’—এসব শুনতে শুনতে সুধাময় একদিন বুঝলেন তাঁর আসলে হবে না ।"
"রিটায়ারমেন্টের সময় চলে আসছে , তাঁর প্রাপ্য আছে এ সময় এসোসিয়েট প্রফেসারের পদটি , তিনি কোনও লোভ করেননি , এ তাঁর প্রাপ্য , জুনিয়ররা এই পদ নিয়ে মাথার ওপর বসে আছে ।","রিটায়ারমেন্টের সময় চলে আসছে , তাঁর প্রাপ্য ছিল এ সময় এসোসিয়েট প্রফেসারের পদটি , তিনি কোনও লোভ করেননি , এ তাঁর প্রাপ্য , জুনিয়ররা এই পদ নিয়ে মাথার ওপর বসে আছে ।"
"জয়েন্ট সেক্রেটারি ছিলেন তিনজন , আর হাতে গোনা ক’জন আছেন ডেপুটি সেক্রেটারি ।","জয়েন্ট সেক্রেটারি আছেন তিনজন , আর হাতে গোনা ক’জন আছেন ডেপুটি সেক্রেটারি ।"
"বন্ধুরা অন্য যা যা খাবার আছে , খেলো , পাঙ্গাস মাছের নাম শুনে ছিটকে সরে গেলো ।","বন্ধুরা অন্য যা যা খাবার ছিল , খেলো , পাঙ্গাস মাছের নাম শুনে ছিটকে সরে গেলো ।"
"আছে মানুষ , নেই মানুষ এখানে যারা থাকিবে তারা নেই আর যারা আছে তারাও থাকবে না তুমি না , আমি না ।","আছে মানুষ , নেই মানুষ
এখানে যারা ছিল তারা নেই আর
যারা আছে তারাও থাকবে না
তুমি না , 
আমি না ।"
"এখানে আছে এখানে আছে এখানে নেই সেখানে নেই কোথাও নেই নেই তো নেই - ই নেই যারা নেই হয়ে যায় , তাদের কেউ খোঁজে না কখনও বেঁচে থাকা মানুষের ব্যস্ততা বিষম , বাঁচার জন্য ।","এখানে ছিল এখানে আছে
এখানে নেই সেখানে নেই কোথাও নেই
নেই তো নেই - ই
নেই
যারা নেই হয়ে যায় , তাদের কেউ খোঁজে না কখনও
বেঁচে থাকা মানুষের ব্যস্ততা বিষম , বাঁচার জন্য ।"
"দীর্ঘকাল অসুখ আর মৃত্যুর কথা শুনো শুনতে আমি ক্লান্ত দীর্ঘকাল প্রেমহীনতার সঙ্গে পথ চলে আমি ক্লান্ত , আমাকে শুশ্রুষা দাও , স্নান করিয়ে দাও তোমার শুদ্ধতম জলে ।","দীর্ঘকাল অসুখ আর মৃত্যুর কথা শুনতে শুনতে আমি ক্লান্ত
দীর্ঘকাল প্রেমহীনতার সঙ্গে পথ চলে আমি ক্লান্ত , 
আমাকে শুশ্রুষা দাও , স্নান করিয়ে দাও তোমার শুদ্ধতম জলে ।"
— কী খাইবে না খায় তা জাইনা আমার কী !,— কী খায় না খায় তা জাইনা আমার কী !
"মুছে যাওয়া দিনগুলি আমারে যে পিছু ডাকে , গানটি শুনো শুনতে , একদিন আবিষ্কার করি দাদা কাঁদছেন , আমাকে লক্ষ করেননি তিনি আমি যে নিঃশব্দে ঢুকেছি ঘরে ।","মুছে যাওয়া দিনগুলি আমারে যে পিছু ডাকে , গানটি শুনতে শুনতে , একদিন আবিষ্কার করি দাদা কাঁদছেন , আমাকে লক্ষ করেননি তিনি আমি যে নিঃশব্দে ঢুকেছি ঘরে ।"
"আমার স্বর এত ক্ষীণ থাকিবে , মা শুনতে পাননি ।","আমার স্বর এত ক্ষীণ ছিল , মা শুনতে পাননি ।"
"পঞ্চাশের পরে চৌষট্টিতে দাঙ্গা যা হয়েছিল , সবচেয়ে বড় দিক আছে সাম্প্রদায়িকতার স্পনটেনিয়াস প্রতিরোধ , যেদিন দাঙ্গা শুরু হয় , সেদিনই মানিক মিয়া , জহুর হোসেন চৌধুরি আর আবদুস সালামের উদ্যোগে প্রতিটি পত্রিকার প্রথম পাতায় ব্যানার হেডিং ছিল ‘পূর্ব পাকিস্তান রুখিয়া দাঁড়াও’ ।","পঞ্চাশের পরে চৌষট্টিতে দাঙ্গা যা হয়েছিল , সবচেয়ে বড় দিক ছিল সাম্প্রদায়িকতার স্পনটেনিয়াস প্রতিরোধ , যেদিন দাঙ্গা শুরু হয় , সেদিনই মানিক মিয়া , জহুর হোসেন চৌধুরি আর আবদুস সালামের উদ্যোগে প্রতিটি পত্রিকার প্রথম পাতায় ব্যানার হেডিং ছিল ‘পূর্ব পাকিস্তান রুখিয়া দাঁড়াও’ ।"
"মানুষটি আছে , ছিল যখন , মানুষটিকে মানুষেরা দুঃখ দিত অনেক ।","মানুষটি ছিল , ছিল যখন , মানুষটিকে মানুষেরা দুঃখ দিত অনেক ।"
"মানুষটি আছে , ছিল যখন , মানুষটির দিকে মানুষেরা ছুঁড়ে দিত ঘৃণা ।","মানুষটি ছিল , ছিল যখন , মানুষটির দিকে মানুষেরা ছুঁড়ে দিত ঘৃণা ।"
"মানুষটি আছে , ছিল যখন , মানুষটিকে ভালবাসার কথা কোনও মানুষ ভাবেনি ।","মানুষটি ছিল , ছিল যখন , মানুষটিকে ভালবাসার কথা কোনও মানুষ ভাবেনি ।"
"ওরা আটজন পশ্চিমবঙ্গের এবং বাংলাদেশের যে কজন মানুষ আমাকে তাঁদের অফুরন্ত শ্রদ্ধা , ভালোবাসা , স্নেহ এবং সমর্থন দিয়েছেন , আমার সুসময়ে শুধু নয় , আমার দুঃসময়েও পাশে থাকিবেন , আছেন , তাঁরা অন্নদাশংকর রায় , শিবনারায়ণ রায় , অম্লান দত্ত , নিখিল সরকার , শামসুর রাহমান , শামীম সিকদার , চূর্ণী গাঙ্গুলী ।","ওরা আটজন
পশ্চিমবঙ্গের এবং বাংলাদেশের যে কজন মানুষ আমাকে তাঁদের অফুরন্ত শ্রদ্ধা , ভালোবাসা , স্নেহ এবং সমর্থন দিয়েছেন , আমার সুসময়ে শুধু নয় , আমার দুঃসময়েও পাশে ছিলেন , আছেন , তাঁরা অন্নদাশংকর রায় , শিবনারায়ণ রায় , অম্লান দত্ত , নিখিল সরকার , শামসুর রাহমান , শামীম সিকদার , চূর্ণী গাঙ্গুলী ।"
"মৃদুভাষী আছেন , সবার তর্ক বিতর্ক , মত ভিন্নমত শুনতেন , তারপর শেষ মন্তব্যটি করতেন , যেটির পর কারও কোনও কথা বলার দরকার হয় না ।","মৃদুভাষী ছিলেন , সবার তর্ক বিতর্ক , মত ভিন্নমত শুনতেন , তারপর শেষ মন্তব্যটি করতেন , যেটির পর কারও কোনও কথা বলার দরকার হয় না ।"
"নিখিল সরকার আমার শুধু বন্ধুই থাকিবেন না , শিক্ষকও ছিলেন ।","নিখিল সরকার আমার শুধু বন্ধুই ছিলেন না , শিক্ষকও ছিলেন ।"
"শহরটায় অনেকগুলো বছর কাটিয়েছি , শুন্য শহরটায় , খাইতিস খা করা শহরটায় ।","শহরটায় অনেকগুলো বছর কাটিয়েছি , শুন্য শহরটায় , খা খা করা শহরটায় ।"
"কোটর থেকে ছিটকে বেরোচ্ছে চোখ , চড়চড় করছে জিভ শুকিয়ে , ফুসফুসে বাতাস কমে আসছে মা’র , শ্বাস নেবার জন্য কী অসম্ভব কাতরাচ্ছে– যন্ত্রণায় কুঁচকে ছিল কপাল , কালো ভুরু গোটা বাড়ি তখন চেঁচিয়ে মাকে বলছে তাদের সালাম পৌঁছে দিতে নবীজিকে , কারও কোনও সংশয় নেই যে মা জান্নাতুল ফিরদাউসে যাচ্ছে , নবীজির হাত ধরে বিকেলে বাগানে হাঁটবে , পাখির মাংস আর আঙুরের রস খাবে দুজন বসে , অমনই তো স্বপ্ন ছিল , মা’র অমনই স্বপ্ন ছিল ।","কোটর থেকে ছিটকে বেরোচ্ছে চোখ , 
চড়চড় করছে জিভ শুকিয়ে , 
ফুসফুসে বাতাস কমে আসছে মা’র , 
শ্বাস নেবার জন্য কী অসম্ভব কাতরাচ্ছে–
যন্ত্রণায় কুঁচকে আছে কপাল , কালো ভুরু
গোটা বাড়ি তখন চেঁচিয়ে মাকে বলছে তাদের সালাম পৌঁছে দিতে নবীজিকে , 
কারও কোনও সংশয় নেই যে মা জান্নাতুল ফিরদাউসে যাচ্ছে , 
নবীজির হাত ধরে বিকেলে বাগানে হাঁটবে , 
পাখির মাংস আর আঙুরের রস খাবে দুজন বসে , 
অমনই তো স্বপ্ন ছিল , মা’র অমনই স্বপ্ন ছিল ।"
"ইচ্ছে আছে বেড়াতে নিয়ে গিয়ে ব্রহ্মপুত্রের জলে , কেউ জানবে না , ভাসিয়ে দেব একদিন কচুরিপানার মতো , খড়কুটোর মতো , মরা সাপের মতো ভাসতে ভাসতে দুঃখরা চলে যাবে কুচবিহারের দিকে… ইচ্ছে ছিল দুঃখগুলো মা’র সঙ্গে শেষ অবদি কবর অবদি গেছে , তুলে নিয়ে কোথাও পুতে রাখব অথবা ছেঁড়া পুঁতির মালার মত ছুড়ব রেললাইনে , বাঁশঝাড়ে , পচা পুকুরে ।","ইচ্ছে ছিল বেড়াতে নিয়ে গিয়ে ব্রহ্মপুত্রের জলে , কেউ জানবে না , 
ভাসিয়ে দেব একদিন
কচুরিপানার মতো , খড়কুটোর মতো , মরা সাপের মতো ভাসতে ভাসতে দুঃখরা
চলে যাবে কুচবিহারের দিকে…
ইচ্ছে ছিল
দুঃখগুলো মা’র সঙ্গে শেষ অবদি কবর অবদি গেছে , 
তুলে নিয়ে কোথাও পুতে রাখব অথবা ছেঁড়া পুঁতির মালার মত ছুড়ব রেললাইনে , 
বাঁশঝাড়ে , পচা পুকুরে ।"
"মা ঘুমিয়ে থাকিবেন , মা’র শিথানের কাছে মার দুঃখগুলো আছে , নিশুত রাতেও জেগে আছে একা একা ।","মা ঘুমিয়ে আছেন , মা’র শিথানের কাছে মার দুঃখগুলো আছে , 
নিশুত রাতেও জেগে আছে একা একা ।"
